Council name,Contest Name,First Name,Surname,Party Description,
Fife Council,Ward 14 - Glenrothes North Leslie & Markinch,Fiona,GRANT,Scottish National Party (SNP),
Fife Council,Ward 14 - Glenrothes North Leslie & Markinch,Michael,GREEN,Scottish Conservative and Unionist,
Fife Council,Ward 14 - Glenrothes North Leslie & Markinch,Kate,LEGG,Scottish Liberal Democrats,
Fife Council,Ward 14 - Glenrothes North Leslie & Markinch,Kyle,MACKIE,Independent,
Fife Council,Ward 14 - Glenrothes North Leslie & Markinch,Lorna,ROSS,Scottish Green Party,
Fife Council,Ward 14 - Glenrothes North Leslie & Markinch,JAN,WINCOTT,Scottish Labour Party,
Fife Council,Ward 14 - Glenrothes North Leslie & Markinch,JOHN,WINCOTT,Scottish Labour Party,
Fife Council,Ward 15 - Glenrothes Central & Thornton,Ian,CRICHTON,Independent,
Fife Council,Ward 15 - Glenrothes Central & Thornton,Jane,KERR,Scottish Liberal Democrats,
Fife Council,Ward 15 - Glenrothes Central & Thornton,Glen,MCGILL,Scottish Green Party,
Fife Council,Ward 15 - Glenrothes Central & Thornton,Brian,MILLS,Scottish Conservative and Unionist,
Fife Council,Ward 15 - Glenrothes Central & Thornton,Derek,NOBLE,Scottish Labour Party,
Fife Council,Ward 15 - Glenrothes Central & Thornton,Ian,ROBERTSON,Independent,
Fife Council,Ward 15 - Glenrothes Central & Thornton,Ian,SLOAN,Scottish Labour Party,
Fife Council,Ward 15 - Glenrothes Central & Thornton,Bert,THOMSON,Independent,
Fife Council,Ward 15 - Glenrothes Central & Thornton,Ross,VETTRAINO,Scottish National Party (SNP),
Fife Council,Ward 15 - Glenrothes Central & Thornton,Vikki,WILTON,Scottish National Party (SNP),
Fife Council,Ward 16 - Howe of Fife & Tay Coast,Jane,FREER,Independent,
Fife Council,Ward 16 - Howe of Fife & Tay Coast,Rosie,GRANT,Scottish Green Party,
Fife Council,Ward 16 - Howe of Fife & Tay Coast,Andy,HEER,Scottish Conservative and Unionist,
Fife Council,Ward 16 - Howe of Fife & Tay Coast,Violeta,ILENDO,Scottish National Party (SNP),
Fife Council,Ward 16 - Howe of Fife & Tay Coast,Donald,LOTHIAN,Scottish Liberal Democrats,
Fife Council,Ward 16 - Howe of Fife & Tay Coast,David,MACDIARMID,Scottish National Party (SNP),
Fife Council,Ward 16 - Howe of Fife & Tay Coast,Joshua,OSBORNE,Scottish Labour Party,
Fife Council,Ward 17 - Tay Bridgehead,Tim,BRETT,Scottish Liberal Democrats,
Fife Council,Ward 17 - Tay Bridgehead,Bill,CONNOR,Scottish National Party (SNP),
Fife Council,Ward 17 - Tay Bridgehead,Fergus,COOK,Scottish Green Party,
Fife Council,Ward 17 - Tay Bridgehead,Robert,DRYSDALE,Scottish Conservative and Unionist,
Fife Council,Ward 17 - Tay Bridgehead,Derek,GRAY,Scottish National Party (SNP),
Fife Council,Ward 17 - Tay Bridgehead,Jane,O'NEILL,Scottish Labour Party,
Fife Council,Ward 17 - Tay Bridgehead,Jonny,TEPP,Scottish Liberal Democrats,
Fife Council,Ward 18 - St. Andrews,Andy,COLLINS,Scottish Green Party,
Fife Council,Ward 18 - St. Andrews,Clare,FISHER,Independent,
Fife Council,Ward 18 - St. Andrews,Jane Ann,LISTON,Scottish Liberal Democrats,
Fife Council,Ward 18 - St. Andrews,Mariam,MAHMOOD,Scottish Liberal Democrats,
Fife Council,Ward 18 - St. Andrews,Christopher,MCKINLAY,Independent,
Fife Council,Ward 18 - St. Andrews,Dorothea,MORRISON,Independent,
Fife Council,Ward 18 - St. Andrews,Dominic,NOLAN,Scottish Conservative and Unionist,
Fife Council,Ward 18 - St. Andrews,Brian,THOMSON,Scottish Labour Party,
Fife Council,Ward 18 - St. Andrews,Colin,VEITCH,Scottish National Party (SNP),
Fife Council,Ward 18 - St. Andrews,Ann,VERNER,Scottish National Party (SNP),
Fife Council,Ward 19 - East Neuk & Landward,Benjamin,BRIDGMAN,Scottish Green Party,
Fife Council,Ward 19 - East Neuk & Landward,John,DOCHERTY,Scottish National Party (SNP),
Fife Council,Ward 19 - East Neuk & Landward,Rosalind,GARTON,Scottish Labour Party,
Fife Council,Ward 19 - East Neuk & Landward,Alisdair,GILBERT,Scottish Liberal Democrats,
Fife Council,Ward 19 - East Neuk & Landward,Margaret,HARPER,Scottish National Party (SNP),
Fife Council,Ward 19 - East Neuk & Landward,Linda,HOLT,Scottish Conservative and Unionist,
Fife Council,Ward 19 - East Neuk & Landward,Bill,PORTEOUS,Scottish Liberal Democrats,
Fife Council,Ward 20 - Cupar,Jenny,COLLINS,Scottish Green Party,
Fife Council,Ward 20 - Cupar,Margaret,KENNEDY,Scottish Liberal Democrats,
Fife Council,Ward 20 - Cupar,Karen Alison,MARJORAM,Scottish National Party (SNP),
Fife Council,Ward 20 - Cupar,Helen,MARTIN,Scottish Labour Party,
Fife Council,Ward 20 - Cupar,Tony,MIKLINSKI,Scottish Conservative and Unionist,
Fife Council,Ward 20 - Cupar,Steven Mitchell,SIMPSON,Scottish National Party (SNP),
Fife Council,Ward 21 - Leven Kennoway & Largo,Thomas,ADAMS,Scottish Labour Party,
Fife Council,Ward 21 - Leven Kennoway & Largo,David,ALEXANDER,Scottish National Party (SNP),
Fife Council,Ward 21 - Leven Kennoway & Largo,Colin,DAVIDSON,Scottish Labour Party,
Fife Council,Ward 21 - Leven Kennoway & Largo,Craig,DUNCAN,Solidarity - Scotland's Socialist Movement,
Fife Council,Ward 21 - Leven Kennoway & Largo,Iain,MORRICE,Scottish Green Party,
Fife Council,Ward 21 - Leven Kennoway & Largo,Graham,RITCHIE,Scottish Conservative and Unionist,
Fife Council,Ward 21 - Leven Kennoway & Largo,Alistair,SUTTIE,Scottish National Party (SNP),
Fife Council,Ward 21 - Leven Kennoway & Largo,Steve,WOOD,Scottish Liberal Democrats,
Fife Council,Ward 22 - Buckhaven Methil & Wemyss Villages,Leslie,BAIN,Scottish National Party (SNP),
Fife Council,Ward 22 - Buckhaven Methil & Wemyss Villages,Keith Henry,BARTON,Scottish Conservative and Unionist,
Fife Council,Ward 22 - Buckhaven Methil & Wemyss Villages,Ken,CALDWELL,Scottish National Party (SNP),
Fife Council,Ward 22 - Buckhaven Methil & Wemyss Villages,Eunice,CAMERON,Independent,
Fife Council,Ward 22 - Buckhaven Methil & Wemyss Villages,Stephen,FERGUSON,Scottish Green Party,
Fife Council,Ward 22 - Buckhaven Methil & Wemyss Villages,David,GRAHAM,Scottish Labour Party,
Fife Council,Ward 22 - Buckhaven Methil & Wemyss Villages,Ronald,HUNTER,Independent,
Fife Council,Ward 22 - Buckhaven Methil & Wemyss Villages,John,O'BRIEN,Scottish National Party (SNP),
Fife Council,Ward 22 - Buckhaven Methil & Wemyss Villages,Rory,ROBERSON,Scottish Liberal Democrats,
Fife Council,Ward 22 - Buckhaven Methil & Wemyss Villages,Ryan,SMART,Scottish Labour Party,
178,,,,,
Glasgow City Council,Ward 1 Linn,Euan,BLOCKLEY,Scottish Conservative and Unionist,
Glasgow City Council,Ward 1 Linn,Max,BRODIE,Tommy Sheridan - Solidarity - Hope Over Fear,
Glasgow City Council,Ward 1 Linn,Margot,CLARK,Scottish Liberal Democrats,
Glasgow City Council,Ward 1 Linn,John,COWAN,UKIP,
Glasgow City Council,Ward 1 Linn,Malcolm,CUNNING,Glasgow Labour,
Glasgow City Council,Ward 1 Linn,Alan,DIGNEY,Scottish Green Party,
Glasgow City Council,Ward 1 Linn,Glenn,ELDER,Scottish National Party (SNP),
Glasgow City Council,Ward 1 Linn,Paul,LEINSTER,Scottish National Party (SNP),
Glasgow City Council,Ward 1 Linn,Cathy,MILLIGAN,Independent,
Glasgow City Council,Ward 1 Linn,Margaret,MORGAN,Scottish National Party (SNP),
Glasgow City Council,Ward 1 Linn,Bobby,POLLOCK,Independent,
Glasgow City Council,Ward 1 Linn,Alan,STEWART,Glasgow Labour,
Glasgow City Council,Ward 2 Newlands/Auldburn,Rebecca,COLEMAN-BENNETT,Scottish Liberal Democrats,
Glasgow City Council,Ward 2 Newlands/Auldburn,Stephen,CURRAN,Glasgow Labour,
Glasgow City Council,Ward 2 Newlands/Auldburn,Josephine,DOCHERTY,Scottish National Party (SNP),
Glasgow City Council,Ward 2 Newlands/Auldburn,Charles,GAY,Scottish Green Party,
Glasgow City Council,Ward 2 Newlands/Auldburn,Fay,GRAHAM,Glasgow Labour,
Glasgow City Council,Ward 2 Newlands/Auldburn,Kyle,THORNTON,Scottish Conservative and Unionist,
Glasgow City Council,Ward 2 Newlands/Auldburn,Gavin,WILLIAMSON,Scottish National Party (SNP),
Glasgow City Council,Ward 3 Greater Pollok,Saqib,AHMED,Glasgow Labour,
Glasgow City Council,Ward 3 Greater Pollok,Seonad,HOY,Scottish Green Party,
Glasgow City Council,Ward 3 Greater Pollok,Rashid,HUSSAIN,Glasgow Labour,
Glasgow City Council,Ward 3 Greater Pollok,David,MCDONALD,Scottish National Party (SNP),
Glasgow City Council,Ward 3 Greater Pollok,Mark,MCGOWAN,Scottish Trade Unionist and Socialist Coalition,
Glasgow City Council,Ward 3 Greater Pollok,Will,MILLINSHIP,Scottish Liberal Democrats,
Glasgow City Council,Ward 3 Greater Pollok,Rory,O'BRIEN,Scottish Conservative and Unionist,
Glasgow City Council,Ward 3 Greater Pollok,Rhiannon,SPEAR,Scottish National Party (SNP),
Glasgow City Council,Ward 3 Greater Pollok,Dean,WARD,Independent,
Glasgow City Council,Ward 3 Greater Pollok,George,LAIRD,Independent,
Glasgow City Council,Ward 4 Cardonald,Robert Mathieson,BARCLAY,UKIP,
Glasgow City Council,Ward 4 Cardonald,Matt,KERR,Glasgow Labour,
Glasgow City Council,Ward 4 Cardonald,Judy,LOCKHART,Scottish Conservative and Unionist,
Glasgow City Council,Ward 4 Cardonald,Elaine,MCSPORRAN,Scottish National Party (SNP),
Glasgow City Council,Ward 4 Cardonald,Joe,MURRAY,Scottish National Party (SNP),
Glasgow City Council,Ward 4 Cardonald,Isabel,NELSON,Scottish Liberal Democrats,
Glasgow City Council,Ward 4 Cardonald,Alan,SHARKEY,Scottish Green Party,
Glasgow City Council,Ward 4 Cardonald,Lynn,SHERIDAN,Tommy Sheridan - IndyRef2,
Glasgow City Council,Ward 4 Cardonald,Alistair,WATSON,Glasgow Labour,
Glasgow City Council,Ward 4 Cardonald,Alex,WILSON,Scottish National Party (SNP),
Glasgow City Council,Ward 5 Govan,Richard,BELL,Scottish National Party (SNP),
Glasgow City Council,Ward 5 Govan,William,BONNAR,Scottish Socialist Party,
Glasgow City Council,Ward 5 Govan,Ben,DENTON-CARDEW,Scottish Liberal Democrats,
Glasgow City Council,Ward 5 Govan,Stephen,DORNAN,Scottish National Party (SNP),
Glasgow City Council,Ward 5 Govan,Liza,FARRELL,Tommy Sheridan - Solidarity - Hope Over Fear,
Glasgow City Council,Ward 5 Govan,John,KANE,Glasgow Labour,
Glasgow City Council,Ward 5 Govan,Susan,MCCOURT,Scottish Conservative and Unionist,
Glasgow City Council,Ward 5 Govan,Muhammad,SHOAIB,Glasgow Labour,
Glasgow City Council,Ward 5 Govan,Pamela,WILSON,Scottish National Party (SNP),
Glasgow City Council,Ward 5 Govan,Allan,YOUNG,Scottish Green Party,
Glasgow City Council,Ward 6 Pollokshields,Iain,CAMERON,UKIP,
Glasgow City Council,Ward 6 Pollokshields,Ewan,HOYLE,Scottish Liberal Democrats,
Glasgow City Council,Ward 6 Pollokshields,Norman,MACLEOD,Scottish National Party (SNP),
Glasgow City Council,Ward 6 Pollokshields,David,MEIKLE,Scottish Conservative and Unionist,
Glasgow City Council,Ward 6 Pollokshields,Jon,MOLYNEUX,Scottish Green Party,
Glasgow City Council,Ward 6 Pollokshields,Hanif,RAJA,Glasgow Labour,
Glasgow City Council,Ward 6 Pollokshields,Nighet,RIAZ,Scottish National Party (SNP),
Glasgow City Council,Ward 6 Pollokshields,Fariha,THOMAS,Glasgow Labour,
Glasgow City Council,Ward 7 Langside,Susan,AITKEN,Scottish National Party (SNP),
Glasgow City Council,Ward 7 Langside,Jane,COLLINS,UKIP,
Glasgow City Council,Ward 7 Langside,Archie,GRAHAM,Glasgow Labour,
Glasgow City Council,Ward 7 Langside,Thomas,HADDOW,Scottish Conservative and Unionist,
Glasgow City Council,Ward 7 Langside,Kevin,LEWSEY,Scottish Liberal Democrats,
Glasgow City Council,Ward 7 Langside,Steven,LIVINGSTON,Glasgow Labour,
Glasgow City Council,Ward 7 Langside,Anna,RICHARDSON,Scottish National Party (SNP),
Glasgow City Council,Ward 7 Langside,Ronnie,STEVENSON,Scottish Trade Unionist and Socialist Coalition,
Glasgow City Council,Ward 7 Langside,Tanya,WISELY,Scottish Green Party,
Glasgow City Council,Ward 8 Southside Central,Alexander,BELIC,Scottish National Party (SNP),
Glasgow City Council,Ward 8 Southside Central,Lorraine,DUNCAN,UKIP,
Glasgow City Council,Ward 8 Southside Central,Mark,FIDDY,Independent,
Glasgow City Council,Ward 8 Southside Central,Gordon,FRASER,Scottish Conservative and Unionist,
Glasgow City Council,Ward 8 Southside Central,Qasim,HANIF,Scottish National Party (SNP),
Glasgow City Council,Ward 8 Southside Central,Mhairi,HUNTER,Scottish National Party (SNP),
Glasgow City Council,Ward 8 Southside Central,Cass,MACGREGOR,Scottish Green Party,
Glasgow City Council,Ward 8 Southside Central,James,SCANLON,Glasgow Labour,
Glasgow City Council,Ward 8 Southside Central,Soryia,SIDDIQUE,Glasgow Labour,
Glasgow City Council,Ward 8 Southside Central,Chris,YOUNG,Scottish Liberal Democrats,
Glasgow City Council,Ward 9 Calton,Robert,CONNELLY,Scottish Conservative and Unionist,
Glasgow City Council,Ward 9 Calton,Greg,HEPBURN,Scottish National Party (SNP),
Glasgow City Council,Ward 9 Calton,Jennifer,LAYDEN,Scottish National Party (SNP),
Glasgow City Council,Ward 9 Calton,John,MACPHERSON,Scottish Liberal Democrats,
Glasgow City Council,Ward 9 Calton,Kris,MCGURK,"No Referendum, Maintain Union, Pro-Brexit",
Glasgow City Council,Ward 9 Calton,Lorraine,MCLAREN,Scottish Green Party,
Glasgow City Council,Ward 9 Calton,Cecilia,O'LONE,Glasgow Labour,
Glasgow City Council,Ward 9 Calton,Linda,PIKE,Scottish National Party (SNP),
Glasgow City Council,Ward 9 Calton,Thomas,RANNACHAN,Glasgow Labour,
Glasgow City Council,Ward 10 Anderston/City/Yorkhill,Eva,BOLANDER,Scottish National Party (SNP),
Glasgow City Council,Ward 10 Anderston/City/Yorkhill,Philip,BRAAT,Glasgow Labour,
Glasgow City Council,Ward 10 Anderston/City/Yorkhill,Gerry,CREECHAN,Independent,
Glasgow City Council,Ward 10 Anderston/City/Yorkhill,Faten,HAMEED,Glasgow Labour,
Glasgow City Council,Ward 10 Anderston/City/Yorkhill,James,HARRISON,Scottish Liberal Democrats,
Glasgow City Council,Ward 10 Anderston/City/Yorkhill,Christy,MEARNS,Scottish Green Party,
Glasgow City Council,Ward 10 Anderston/City/Yorkhill,Angus,MILLAR,Scottish National Party (SNP),
Glasgow City Council,Ward 10 Anderston/City/Yorkhill,Cameron,STEWART,Scottish Conservative and Unionist,
Glasgow City Council,Ward 10 Anderston/City/Yorkhill,Gordon,KEANE,Independent,
Glasgow City Council,Ward 11 Hillhead,Ken,ANDREW,Scottish National Party (SNP),
Glasgow City Council,Ward 11 Hillhead,Matthew,CLARK,Scottish Liberal Democrats,
Glasgow City Council,Ward 11 Hillhead,Hanzala,MALIK,Glasgow Labour,
Glasgow City Council,Ward 11 Hillhead,Martyn,MCINTYRE,Scottish Conservative and Unionist,
Glasgow City Council,Ward 11 Hillhead,Antony,SAMMEROFF,Scottish Libertarian Party,
Glasgow City Council,Ward 11 Hillhead,Martha,WARDROP,Scottish Green Party,
Glasgow City Council,Ward 11 Hillhead,Caroline,WELSH,Scottish National Party (SNP),
Glasgow City Council,Ward 11 Hillhead,Douglas,TIMMINS,,
Glasgow City Council,Ward 12 Victoria Park,Ade,AIBINU,Scottish Conservative and Unionist,
Glasgow City Council,Ward 12 Victoria Park,Feargal,DALTON,Scottish National Party (SNP),
Glasgow City Council,Ward 12 Victoria Park,Allan,FAULDS,Scottish Green Party,
Glasgow City Council,Ward 12 Victoria Park,Matt,MCGRATH,Scottish Trade Unionist and Socialist Coalition,
Glasgow City Council,Ward 12 Victoria Park,Maggie,MCTERNAN,Glasgow Labour,
Glasgow City Council,Ward 12 Victoria Park,Deirdre,PARKINSON,Scottish National Party (SNP),
Glasgow City Council,Ward 12 Victoria Park,James Douglas,SPEIRS,Scottish Liberal Democrats,
Glasgow City Council,Ward 13 Garscadden/Scotstounhill,Bill,BUTLER,Glasgow Labour,
Glasgow City Council,Ward 13 Garscadden/Scotstounhill,Samuel,COOK,Tommy Sheridan - Solidarity - Hope Over Fear,
Glasgow City Council,Ward 13 Garscadden/Scotstounhill,Michael,CULLEN,Scottish National Party (SNP),
Glasgow City Council,Ward 13 Garscadden/Scotstounhill,Chris,CUNNINGHAM,Scottish National Party (SNP),
Glasgow City Council,Ward 13 Garscadden/Scotstounhill,Gillian,MACDONALD,Scottish Green Party,
Glasgow City Council,Ward 13 Garscadden/Scotstounhill,Eva,MURRAY,Glasgow Labour,
Glasgow City Council,Ward 13 Garscadden/Scotstounhill,Tariq,PARVEZ,Scottish Conservative and Unionist,
Glasgow City Council,Ward 13 Garscadden/Scotstounhill,Roza,SALIH,Scottish National Party (SNP),
Glasgow City Council,Ward 13 Garscadden/Scotstounhill,David,WALKER,Scottish Liberal Democrats,
Glasgow City Council,Ward 13 Garscadden/Scotstounhill,Gisela,ALLEN,UKIP,
Glasgow City Council,Ward 14 Drumchapel/Anniesland,Malcolm,BALFOUR,Scottish National Party (SNP),
Glasgow City Council,Ward 14 Drumchapel/Anniesland,Paul,CAREY,Glasgow Labour,
Glasgow City Council,Ward 14 Drumchapel/Anniesland,Bryan,FREE,UKIP,
Glasgow City Council,Ward 14 Drumchapel/Anniesland,Gary,KELLY,Tommy Sheridan - IndyRef2,
Glasgow City Council,Ward 14 Drumchapel/Anniesland,Elspeth,KERR,Scottish National Party (SNP),
Glasgow City Council,Ward 14 Drumchapel/Anniesland,Patrick,LOGUE,Scottish Conservative and Unionist,
Glasgow City Council,Ward 14 Drumchapel/Anniesland,Louisa,MCGUIGAN,Scottish Green Party,
Glasgow City Council,Ward 14 Drumchapel/Anniesland,Anne,MCTAGGART,Glasgow Labour,
Glasgow City Council,Ward 14 Drumchapel/Anniesland,Joe,MEEHAN,Scottish Socialist Party - Save Our Services,
Glasgow City Council,Ward 14 Drumchapel/Anniesland,Malcolm,MITCHELL,Scottish National Party (SNP),
Glasgow City Council,Ward 15 Maryhill,Jane,BURGE,Scottish Conservative and Unionist,
Glasgow City Council,Ward 15 Maryhill,Alex,DINGWALL,Scottish Liberal Democrats,
Glasgow City Council,Ward 15 Maryhill,Michael,HERRIGAN,Scottish Green Party,
Glasgow City Council,Ward 15 Maryhill,John,LETFORD,Scottish National Party (SNP),
Glasgow City Council,Ward 15 Maryhill,Jane,MORGAN,Glasgow Labour,
Glasgow City Council,Ward 15 Maryhill,Mohammed,RAZAQ,Glasgow Labour,
Glasgow City Council,Ward 15 Maryhill,Franny,SCALLY,Scottish National Party (SNP),
Glasgow City Council,Ward 16 Canal,Esme,CLARK,Scottish Conservative and Unionist,
Glasgow City Council,Ward 16 Canal,Allan,GOW,Scottish National Party (SNP),
Glasgow City Council,Ward 16 Canal,Gary,GRAY,Glasgow Labour,
Glasgow City Council,Ward 16 Canal,Stuart James,MASKELL,UKIP,
Glasgow City Council,Ward 16 Canal,Billy,MCALLISTER,Independent,
Glasgow City Council,Ward 16 Canal,Angela,MCCORMICK,Scottish Trade Unionist and Socialist Coalition,
Glasgow City Council,Ward 16 Canal,Jacqueline,MCLAREN,Scottish National Party (SNP),
Glasgow City Council,Ward 16 Canal,Amjad,MIRZA,Independent,
Glasgow City Council,Ward 16 Canal,Robert,MOONEY,Glasgow Labour,
Glasgow City Council,Ward 16 Canal,Calum,SHEPHERD,Scottish Liberal Democrats,
Glasgow City Council,Ward 16 Canal,Andrew,SMITH,Scottish Green Party,
Glasgow City Council,Ward 17 Springburn/Robroyston,Graham,CAMPBELL,Scottish National Party (SNP),
Glasgow City Council,Ward 17 Springburn/Robroyston,Christina,CANNON,Scottish National Party (SNP),
Glasgow City Council,Ward 17 Springburn/Robroyston,Anthony,CARROLL,Scottish Green Party,
Glasgow City Council,Ward 17 Springburn/Robroyston,Robb,MACLEAN,UKIP,
Glasgow City Council,Ward 17 Springburn/Robroyston,Paul,MCCABE,Scottish National Party (SNP),
Glasgow City Council,Ward 17 Springburn/Robroyston,Martin,MCELROY,Glasgow Labour,
Glasgow City Council,Ward 17 Springburn/Robroyston,Euan,MCHARDY,Scottish Conservative and Unionist,
Glasgow City Council,Ward 17 Springburn/Robroyston,Aileen,MCKENZIE,Glasgow Labour,
Glasgow City Council,Ward 17 Springburn/Robroyston,Dave,SEMPLE,Scottish Trade Unionist and Socialist Coalition,
Glasgow City Council,Ward 17 Springburn/Robroyston,Robert Alexander,SYKES,Scottish Liberal Democrats,
Glasgow City Council,Ward 18 East Centre,Annette,CHRISTIE,Scottish National Party (SNP),
Glasgow City Council,Ward 18 East Centre,Mark,COBURN,Scottish National Party (SNP),
Glasgow City Council,Ward 18 East Centre,Matt,DOBSON,Scottish Trade Unionist and Socialist Coalition,
Glasgow City Council,Ward 18 East Centre,Frank,DOCHERTY,Glasgow Labour,
Glasgow City Council,Ward 18 East Centre,Marie,GARRITY,Glasgow Labour,
Glasgow City Council,Ward 18 East Centre,Russell,ROBERTSON,Scottish National Party (SNP),
